Эксперт по недвижимости Куликов посоветовал подготовить квартиру к продаже заранее,https://russian.rt.com/russia/news/1059219-nedvizhimost-remont-ekspert
Ветеринар Лисичкина посоветовала защищать домашних животных от комаров и слепней,https://russian.rt.com/russia/news/1058202-zhivotnye-nasekomye-veterinar
Русская тайна,https://russian.rt.com/opinion/1054453-kononenko-ssha-rossiya-psihologicheskaya-voina
"Сюрприз для Косторной, щенки Трусовой и «фонарики» Щербаковой: что обсуждают в мире фигурного катания",https://russian.rt.com/sport/article/1053351-kostornaya-syurpriz-trusova-schenki-scherbakova
Семья из Иванова спасла около 80 кошек из разрушенного Мариуполя,https://russian.rt.com/russia/video/1050180-semya-spasla-bolshe-80-koshek-iz-mariupolya
«Серьёзный зверь»: брошенный енот Зайка переехал в домашний зоопарк в Анапе,https://russian.rt.com/nopolitics/video/1049899-enot-zaika-pereehal-v-domashnii-zoopark-v
В Московском зоопарке объявили о традиционном сборе урожая для животных,https://russian.rt.com/nopolitics/news/1048818-zoopark-moskva-priroda
Зоопсихолог Клюсовец дала советы по подготовке кошки к зиме,https://russian.rt.com/nopolitics/news/1047073-ekspert-koshka-zima
Музыкальные эксперименты и спектакль по роману Пелевина: премьеры нового театрального сезона,https://russian.rt.com/nopolitics/article/1043669-teatry-premery-2022
«Горячих парней» занесло не туда,https://russian.rt.com/opinion/1044000-rostovskii-polsha-germaniya-finlyandiya-konfiskaciya-evro
"""Время новых"": доставка Новиковойобществовидео",https://www.m24.ru/shows1/171/511415
"""Личная территория"": ""что воля, что неволя""обществовидеоАлиса Муравьева",https://www.m24.ru/shows1/162/511183
"""Личная территория"": ""кошки из окошка""обществовидео",https://www.m24.ru/videos/obshchestvo/12102022/510820
"Москва онлайн покажет, как и зачем сотрудники зоопарка тренируют леопардовживотныеобществоМосква онлайнКошкин дом: как подготовить питомца к разлуке на время мобилизацииобществоживотные",https://www.m24.ru/news/zhivotnye/04102022/507987
Правоохранители начали проверку после избиения мужчиной собаки в Подмосковьепроисшествия,https://www.m24.ru/news/proisshestviya/03102022/507581
"Число обращений в приюты для животных выросло в три раза в РФживотныеобществоЭксперт перечислил болезни, которыми хозяева могут заразиться от питомцевобществоживотные",https://www.m24.ru/news/zhivotnye/29092022/506619
"Ресторан ""Иглубар"" загорелся в МосквепроисшествияпожарвидеоЕвгения Мирошкина",https://www.m24.ru/videos/proisshestviya/27092022/505659
"""Московский патруль"": нового хозяина нашли коту и кошке после издевательств ребенкапроисшествияживотныевидеоАлександра Иванова",https://www.m24.ru/shows1/14/504782
"В Москве задержали подростка-живодера, пытавшего кошек на камеру – СМИпроисшествия",https://www.m24.ru/news/proisshestviya/16092022/502585
Эксперты рассказали о способах быстро снять квартиру с животнымиобществонедвижимостьживотныеБолее 360 временных пунктов вакцинации животных запустят в Москве осеньюживотныеобществогород,https://www.m24.ru/news/obshchestvo/14092022/501587
Детский омбудсмен Татарстана сравнила призывы брать животных из приютов с чайлдфриобществоживотныеВрач назвал правила первой помощи в случае укуса кошкиобществоживотныеВетеринары предупредили о нехватке лекарств для животных в Россииобществоживотные,https://www.m24.ru/news/obshchestvo/13092022/501200
На западе Москвы пожарные спасли кошку из горящей квартирыживотныепроисшествияпожарвидеоНаиль ГубаевВетеринар назвала самое сложное домашнее животноеобществоживотные,https://www.m24.ru/videos/zhivotnye/08092022/499305
"Больше 80 НКО примут участие в фестивале ""Город неравнодушных"" в День городаобществогородфестивали",https://www.m24.ru/news/obshchestvo/06092022/498249
"Названы районы Москвы и Петербурга, где легче всего снять квартиру с питомцамиобществонедвижимость",https://www.m24.ru/news/obshchestvo/05092022/497900
"Камера наблюдения засняла, как кошка кормит свою любимую игрушкуобществоживотныевидеоЕкатерина Фоменко",https://www.m24.ru/videos/obshchestvo/03092022/497592
"Эксперт рассказала, как обезопасить кошек от падения с высотыобществоживотные",https://www.m24.ru/news/obshchestvo/30082022/495937
На любимца не жалко. Какое домашнее животное дороже всего содержать в РФживотныеобществоэксклюзив,https://www.m24.ru/news/zhivotnye/29082022/494977
Подозреваемая в убийстве Дугиной выдала себя за другую женщину при аренде квартиры – СМИпроисшествиявидеоАлина Гилева,https://www.m24.ru/videos/proisshestviya/25082022/494647
«Чаще оглядывайся». В донском училище студентка напала с топором на подругу,https://www.m24.ruhttps://rostov.aif.ru/incidents/scene/chashche_oglyadyvaysya_v_donskom_uchilishche_studentka_napala_s_toporom_na_podrugu
Со SpaceX хватит. Илон Маск больше не собирается платить за Украину?,https://www.m24.ruhttps://aif.ru/politics/world/so_spacex_hvatit_ilon_mask_bolshe_ne_sobiraetsya_platit_za_ukrainu
"Нулевой блокпост. Что происходит в районах Запорожья, граничащих с Украиной",https://www.m24.ruhttps://aif.ru/politics/world/nulevoy_blokpost_chto_proishodit_v_rayonah_zaporozhya_granichashchih_s_ukrainoy
"Эксперт рассказала, что мобилизованным делать с оставшимися дома питомцами",https://www.m24.ruhttps://aif.ru/society/people/ekspert_rasskazala_chto_mobilizovannym_delat_s_ostavshimisya_doma_pitomcami
Кошкин дом. Волонтер из Северодонецка спасает брошенных домашних животных,https://www.m24.ruhttps://aif.ru/society/people/koshkin_dom_volonter_iz_severodonecka_spasaet_broshennyh_domashnih_zhivotnyh
"Хлеб, лекарства, чипы. Заммэра Москвы Ефимов о том, что производит столица",https://www.m24.ruhttps://aif.ru/money/economy/hleb_lekarstva_chipy_zammera_moskvy_efimov_o_tom_chto_proizvodit_stolica
В Приамурье удалось заснять вернувшегося на полуостров Гамова леопарда,https://www.m24.ruhttps://aif.ru/society/nature/v_priamure_udalos_zasnyat_vernuvshegosya_na_poluostrov_gamova_leoparda
Бобик с ушами. Почему на рынках и в зоомагазинах животных лучше не брать,https://www.m24.ruhttps://aif.ru/society/nature/bobik_s_ushami_pochemu_na_rynkah_i_v_zoomagazinah_zhivotnyh_luchshe_ne_brat
Ураган «Иэн» угрожает разрушить дом и музей Эрнеста Хемингуэя,https://www.m24.ruhttps://aif.ru/incidents/uragan_ien_ugrozhaet_razrushit_dom_i_muzey_ernesta_hemingueya
Где оставить домашнее животное при мобилизации?,https://www.m24.ruhttps://aif.ru/society/army/gde_ostavit_domashnee_zhivotnoe_pri_mobilizacii
Что известно о лидере ультраправых в Италии Джордже Мелони?,https://www.m24.ruhttps://aif.ru/politics/world/chto_izvestno_o_lidere_ultrapravyh_v_italii_dzhordzhe_meloni
Могут ли кошки переносить опасные заболевания?,https://www.m24.ruhttps://aif.ru/health/life/mogut_li_koshki_perenosit_opasnye_zabolevaniya
"С котом и надолго. Итальянец переехал в Россию, чтобы преподавать в вузе",https://www.m24.ruhttps://aif.ru/society/people/s_kotom_i_nadolgo_italyanec_pereehal_v_rossiyu_chtoby_prepodavat_v_vuze
Милосердие без фальши. Как Москва развивает гражданское общество,https://www.m24.ruhttps://aif.ru/society/charity/miloserdie_bez_falshi_kak_moskva_razvivaet_grazhdanskoe_obshchestvo
"В Москве задержали живодера, издевавшегося над кошками",https://www.m24.ruhttps://aif.ru/incidents/v_moskve_zaderzhali_zhivodera_izdevavshegosya_nad_koshkami
Выставка-пристройство бездомных щенят и кошек пройдет в Москве ,https://ria.ru/20221017/vystavka-pristroystvo-1824689274.html
Не мое собачье дело. К чему привела релокация россиян ,https://ria.ru/20221017/pitomets-1824045727.html
Волонтеры спасают кошек из домов под снос ,https://ria.ru/20221015/koshka-1824249677.html
Жительница поврежденного в Белгороде дома рассказала об обстреле ,https://radiosputnik.ria.ru/20221013/belgorod-1823764392.html
Жительница поврежденного дома в Белгороде рассказала об обстреле ,https://ria.ru/20221013/belgorod-1823744825.html
Газовыми нитками шито-крыто. Швеция отказала России в данных по диверсиям ,https://radiosputnik.ria.ru/20221012/1823261576.html
Стокгольм на выдумки хитер. Швеция отказала России в данных по диверсиям Михаил Шейнкманобозреватель радио Sputnik,https://radiosputnik.ria.ru/20221011/shvetsiya-1823162474.html
Львенок стал новым жителем московского Центра реабилитации диких животных ,https://ria.ru/20221011/lvenok-1823126173.html
В Приморье специалисты выхаживают двух краснокнижных лесных котят-сирот ,https://ria.ru/20221011/kotyata-1823045113.html
"В России имеются аналоги импортных ветпрепаратов, заявил Россельхознадзор ",https://ria.ru/20221011/rosselkhoznadzor-1823003784.html
"""Лиза хотела хайпануть"". Первое интервью с уехавшей из Италии фигуристкой Андрей СимоненкоКорреспондент РИА Новости Спорт",https://rsport.ria.ru/20221010/talalaykina-1822767578.html
Власти Приамурья рассказали о возможности выигрыша гранта для зоозащитников ,https://ria.ru/20221010/priamure-1822686528.html
Крымские приюты бесплатно возьмут на передержку питомцев мобилизованных ,https://ria.ru/20221007/zhivotnye-1822308745.html
"Премьера мюзикла ""Кошки"" ",https://radiosputnik.ria.ru/20221007/1822123768.html
"""Будем держаться"". Что происходит на фронте после Красного Лимана ",https://ria.ru/20221006/front-1821704206.html
"Под Москвой обратились к спасателям, чтобы вытащить кошку из-под капота ",https://radiosputnik.ria.ru/20221005/koshka-1821775668.html
"""Высокая музыкальная кухня"": театр Новая Опера запускает новые программы ",https://ria.ru/20221005/operaabonementy-1821528378.html
Влюбил мир в русский балет: выставка о Дягилеве в новом сезоне Третьяковки ,https://ria.ru/20221005/dyagilev-1821521897.html
Почему в России владельцы отказываются от домашних животных ,https://ria.ru/20221004/zhivotnye-1821321447.html
Пассажир с усами и хвостом: что надо знать о перелетах с животными ,https://ria.ru/20221004/zhivotnye-1821220149.html
Материнское сердце всегда дотянется до передовой,https://www.m24.ruhttps://vz.ru/opinions/2022/9/29/1178973.html
Белгородские школы в 10-километровой приграничной зоне перевели на дистанционку,https://www.m24.ruhttps://vz.ru/news/2022/9/18/1178115.html
«Люди стали тикать». Как Россия спасает беженцев из Харьковской области,https://www.m24.ruhttps://vz.ru/society/2022/9/16/1177866.html
Шнобелевскую премию вручили за биение сердец влюбленных,https://www.m24.ruhttps://vz.ru/news/2022/9/16/1177798.html
Детский омбудсмен Татарстана увидела в питомцах угрозу демографии страны,https://www.m24.ruhttps://vz.ru/news/2022/9/13/1177480.html
Путин рассказал о планах России и Казахстана вернуть тигров в Центральную Азию,https://www.m24.ruhttps://vz.ru/news/2022/9/5/1175892.html
Эксперт поддержал идею конкретизировать правила перевозки животных в автомобиле,https://www.m24.ruhttps://vz.ru/news/2022/8/30/1175073.html
"Ветеринар объяснил, каких кошек и собак нельзя гладить",https://www.m24.ruhttps://vz.ru/news/2022/8/12/1172244.html
В Приморье спасли истощенного котенка дальневосточного леопарда,https://www.m24.ruhttps://vz.ru/news/2022/8/8/1171497.html
"Бородай: Враги ДНР знали, что связываться с «Корсой» крайне опасно",https://www.m24.ruhttps://vz.ru/news/2022/8/3/1170860.html
